File,Sentence,String
104_C-4.txt,4,"La inversión en investigación básica es el camino para el crecimiento y la prosperidad económica, afirmaron <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> empresarios, el embajador de EEUU y el director de investigación de la Comunidad de Madrid, quienes abogaron por elevar la ' cultura científica ' de los ciudadanos y la ' cultura de la innovación ' de los empresarios. "
104_C-4.txt,5,"Durante la presentación del libro ' La prosperidad por medio de la investigación. La investigación básica en EEUU ', editado por la Comunidad de Madrid, el secretario general de la Confederación Empresarial de Madrid-CEOE (CEIM), Alejandro Couceiro, abogó por la formación de los investigadores en temas de innovación tecnológica. "
104_C-4.txt,6,"Tras indicar que la inversión media en investigación en la Unión Europea se sitúa en el 1,8 por ciento del PIB, frente al 2,8 por ciento en Japón y EEUU, Couceiro dijo que España está en ' el buen camino ' y se está creando un entorno propicio para la innovación empresarial. "
104_C-4.txt,7,"En este sentido se refirió a la <date reciente <pad><pad><pad><pad><pad><pad>past<pad><pad>> creación del Ministerio de Ciencia y Tecnología y a las primeras declaraciones de su titular, Anna Birulés, sobre el impulso de la investigación, desarrollo e innovación. "
104_C-4.txt,8,"El representante de los empresarios madrileños aseguró que ' <date el siglo xxi <pad><pad><pad><pad><pad><pad><pad>20<pad>> será <date el siglo <pad><pad><pad><pad><pad><pad><pad>20<pad>> de la ciencia y la tecnología ', y ofreció el apoyo ' activo ' de la CEIM en la consecución de los retos fijados por el Gobierno en esta materia. "
104_C-4.txt,9,"El embajador estadounidense en España, Edward Romero, aseguró que la inversión en investigación básica contribuye a la prosperidad económica y destacó la colaboración entre España y Estados Unidos en este campo, materializada en diversos acuerdos. "
104_C-4.txt,10,"El libro presentado <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> recoge de forma resumida un informe del Comité de Desarrollo Económico de EEUU, en el que se destaca la importancia de la investigación básica universitaria americana y propone mejorar la enseñanza para asegurar la provisión <date futura <pad><pad><pad><pad><pad><pad>future<pad><pad>> de científicos sobresalientes. "
104_C-4.txt,11,Asimismo defiende la financiación pública de la investigación básica y pone de manifiesto que las empresas se centran más en la I + D con objetivos de mercado. 
104_C-4.txt,12,"Este documento, que ha tomado como referencia la Comunidad de Madrid, hace hincapié en que los retornos económicos de las inversiones en investigación básica son ' muy elevados ', y que ' el conocimiento básico tiende a ser explotado en innovaciones que producen sustanciales beneficios durante <duration un largo periodo X<pad><pad><pad><pad><pad><pad><pad>> '. "
104_C-4.txt,13,"Para el director general de Investigación de la CAM, Francisco José Rubia, es necesario apoyar a fondo la investigación de calidad e incentivar con diferentes medidas la colaboración entre los científicos y técnicos y el sector productivo. "
104_C-4.txt,14,"El portavoz del PP, Rafael Hernando, dijo <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> a EFE que los agentes sociales deben acudir con mentalidad ' abierta ' y sin planteamientos ' preconcebidos ' a la cita de <time esta tarde <pad><pad><pad>neutro 0 d<pad><pad><pad>taf> con el presidente del Gobierno, José María Aznar. "
104_C-4.txt,15,"Hernando fundamentó tales premisas en que se trata de defender los intereses generales de los españoles, máxime teniendo en cuenta que España es el país de la Unión Europea que más empleo ha creado y que registra mayor crecimiento económico. "
104_C-4.txt,16,"En su opinión, es un hecho de ' gran relevancia ' la reunión que celebrará Aznar con el dirigente de la patronal CEOE, José María Cuevas, y con los de CCOO, José María Fidalgo, y UGT, Cándido Méndez. "
104_C-4.txt,17,"Añadió que el interés de Aznar por entrevistarse con los máximos representantes empresariales y sindicales es una muestra de su talante de seguir con el proceso del diálogo social, ' eje básico de la política del Gobierno y que tan buenos resultados ' ha tenido para el empleo y la Seguridad Social. "
104_C-4.txt,18,"Hernando destacó que la reforma laboral de <date 1997 1997<pad><pad><pad><pad><pad><pad><pad><pad>>, fruto de los acuerdos alcanzados con los agentes sociales, tuvo efectos ' extraordinarios ' sobre el empleo y sirvió para frenar el crecimiento ' desbocado ' de la inestabilidad laboral que se produjo a partir de <date 1986 1986<pad><pad><pad><pad><pad><pad><pad><pad>>. "
104_C-4.txt,0,"Además de acabar con los contratos ' basura ', el portavoz del PP señaló que dicha reforma introdujo el sistema de ayudas a la contratación indefinida, así como la remodelación del contrato estable a tiempo parcial que han mejorado las relaciones laborales. "
104_C-5.txt,1,"A juicio de Hernando, es necesario seguir avanzando en la reforma laboral a fin de crear más empleo, rebajar la tasa de temporalidad y combatir la siniestralidad en el trabajo. "
104_C-5.txt,2,"El Komercni Banka (Banco Comercial), uno de los cuatro bancos más grandes de la República Checa, anunció <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> que despedirá a 2.300 empleados más antes de <date finales del año <pad><pad><pad><pad>neutro 0 y<pad><pad>> dentro del proceso de saneamiento de la entidad estatal. "
104_C-5.txt,3,"El director del banco, Radovan Vrava, señaló que el motivo principal es la reestructuración del banco y no sólo la reducción de los costes. "
104_C-5.txt,4,El Estado dispone del 60 por ciento de las acciones del Komercni Banka y el Gobierno checo quiere comenzar el proceso de privatización de este banco ya en <date este año <pad><pad><pad><pad>neutro 0 y<pad><pad>> y terminarlo en <date septiembre del 2001 2001 09<pad><pad><pad><pad><pad><pad><pad>>. 
104_C-5.txt,5,"Otro de los objetivos es evitar que se repitan los errores <date del pasado <pad><pad><pad><pad><pad><pad>past<pad><pad>>, que obligaron al Gobierno a comprar créditos dudosos por un valor de 60.000 millones de coronas (unos 1.500 millones de dólares). "
104_C-5.txt,6,"Esto permitirá al banco sanear su portafolio, que es condición básica para continuar en su privatización. "
104_C-5.txt,7,"La nueva dirección del banco está trabajando en recuperar el prestigio de la institución debido al escándalo por la violación de los límites de crédito en sus negocios con las empresas austriacas C. L. Tradung y otras, que supusieron pérdidas al banco de unos 200 millones de dólares <date el año pasado <pad><pad><pad><pad>resta 1 y<pad><pad>>. "
104_C-5.txt,8,"Ese escándalo provocó amplios cambios de directivos a todos los niveles, desde su director general y presidente Jan Kollert y otros miembros de la dirección hasta personal medio. "
104_C-5.txt,9,"El Komercni Banka tenía una plantilla de 13.487 empleados a <date fines de 1999 1999<pad><pad><pad><pad><pad><pad><pad><pad>>, 470 fueron despedidos durante <date el primer trimestre del presente año <pad><pad><pad><pad>neutro 0 q1<pad><pad>> y otros 170 funcionarios fueron trasladados a una filial. "
104_C-5.txt,10,La reestructuración de los otros bancos checos se está acompañando por la reducción del personal. 
104_C-5.txt,11,"La Caja Checa de Ahorros, ya comprada por el Erste Basnk de Austria, ha reducido su plantilla desde 18.700 en <date 1996 1996<pad><pad><pad><pad><pad><pad><pad><pad>> a los <date actuales <pad><pad><pad><pad><pad><pad>present<pad><pad>> 15.100 y tiene planeado reducirlo a 14.000 antes <date del fin del año <pad><pad><pad><pad>neutro 0 y<pad><pad>>. "
104_C-5.txt,12,"También el Banco Comercial Checoslovaco (CSOB), adquirido por el banco belga KBC y el Banco de Inversiones y Postal (IPB) (de Nomura) preparan una reducción moderada de sus plantillas. "
104_C-5.txt,13,"La reducción de plantilla en <duration los últimos dos años 2<pad><pad><pad><pad><pad><pad><pad>> en estos cuatro bancos ha sido de alrededor de 8.000 funcionarios, pero siguen teniendo un poco menos de 50.000 empleados. "
104_C-5.txt,14,La empresa canadiense Alcan Aluminium anunció <date el jueves <pad><pad><pad><pad>neutro 4 dayw<pad><pad>>> que ha llegado a un acuerdo de principio para su fusión con la suiza Algroup que establece el cambio de 17.1 acciones de Alcan por cada una de la empresa helvética. 
104_C-5.txt,15,El acuerdo también supone que los accionistas recibirán un pago de capital de 90 francos suizos (53 dólares) y un dividendo especial de 135 francos suizos (unos 80 dólares) por cada acción de Algroup. 
104_C-5.txt,16,El dividendo especial estará condicionado a la entrega para el intercambio con Alcan del 67 por ciento de las acciones en circulación de Algroup. 
104_C-5.txt,17,"De llevarse a cabo, la fusión creará una sociedad con ingresos combinados de 12.400 millones de dólares mientras que los beneficios económicos inmediatos supondrán al menos un ahorro de 150 millones de dólares. "
104_C-5.txt,18,"El acuerdo se ha conseguido después de que Alcan se asegurase el apoyo de BZ Group Holding Limited, uno de los principales accionistas de Algroup. "
104_C-5.txt,19,BZ Group Holding Limited proporcionará el 34 por ciento de las acciones en circulación de Algroup para el intercambio con Alcan. 
104_C-5.txt,20,"A través de un comunicado de prensa, el presidente de Alcan, Jacques Bougie, señaló que ' estoy seguro que esta fusión proporcionará un significante valor a los accionistas y espero fusionar las operaciones de Algroup y Alcan en una nueva industria líder a nivel global en el sector del aluminio y el embalado '. "
104_C-5.txt,21,"Por su parte, el director ejecutivo de Algroup, Sergio Marchionne, dijo que ' la nueva compañía estará en mejor posición para servir las necesidades de sus clientes '. "
104_C-5.txt,22,Alcan es una de las mayores empresas del mundo dedicada a la producción de aluminio. 
104_C-5.txt,23,Cuenta con operaciones en 30 países y emplea a alrededor de 30.000 personas para la producción de aluminio y productos derivados. 
104_C-5.txt,0,"Algroup, presente en 18 países y con 23.000 empleados, opera en el sector de la producción de aluminio y el empaquetado, con una fuerte presencia en el sector de la industria del transporte y del embalaje de productos alimentarios, cosméticos y farmacéuticos. "
104_C-6.txt,1,"El consumo de café en Alemania aumentó cerca del 2 por ciento en <date 1999 1999<pad><pad><pad><pad><pad><pad><pad><pad>>, según las estadísticas <set anuales 1<pad><pad><pad><pad><pad><pad><pad>> de la empresa Kraft Foods de Bremen. "
104_C-6.txt,2,"Sin embargo, a lo largo de <date la década de los noventa <pad><pad><pad><pad><pad><pad><pad>19 9> se registró un descenso que se calcula entre el 1 y el 2 por ciento. "
104_C-6.txt,3,"<date actualmente <pad><pad><pad><pad><pad><pad>present<pad><pad>>, los alemanes toman un promedio de 6,7 kilos de café por persona <set al año 1<pad><pad><pad><pad><pad><pad><pad>>. "
104_C-6.txt,4,"Los mayores bebedores de café en Europa siguen siendo los escandinavos con cerca de 12 kilos por persona mientras que los más reservados son los portugueses con apenas 4,1 kilos por cabeza <set al año 1<pad><pad><pad><pad><pad><pad><pad>>. "
104_C-6.txt,5,Entre <date el 5 <pad><pad><pad>5<pad><pad><pad><pad><pad>> y <date el 6 de junio <pad>06<pad>06<pad><pad><pad><pad><pad>> se encontrarán en Bremen cerca de 200 expertos de Europa y Sudamérica en el XII Congreso Europeo sobre café en el que se tratarán diversos temas entre los que están los peligros de la tecnología genética y la búsqueda de nuevos caminos para la comercialización del grano. 
104_C-6.txt,6,"La Policía y la Fiscalía General investigan las circunstancias que provocaron la grave crisis que puso en peligro el sistema bancario-financiero de Rumanía <date la última semana <pad><pad><pad><pad>neutro 0 w<pad><pad>>, tras volver <date hoy, jueves <pad><pad><pad><pad>suma 0 d<pad><pad>>, la calma a los mercados. "
104_C-6.txt,7,"Surgida en plena campaña para las elecciones municipales <date del próximo domingo <pad><pad><pad><pad>suma 7 dayw<pad><pad>>>, esta crisis fue estimada por el Consejo Supremo de Defensa del País como una ' amenaza a la seguridad nacional ', al tiempo que el primer ministro, Mugur Isarescu, la calificaba de ' ataque concertado y especulativo '. "
104_C-6.txt,8,"Los efectos negativos en plano interno fueron el pánico y la desconfianza de cientos de miles de rumanos en las autoridades del Estado, mientras en el ámbito exterior, el Fondo Monetario Internacional aplazó, <date ayer, miércoles <pad><pad><pad><pad>resta 1 d<pad><pad>>, la prolongación del acuerdo con Rumanía, de importancia capital para el relanzamiento económico del país. "
104_C-6.txt,9,"La quiebra del Fondo Nacional de Inversores, mayor fondo mutuo privado, que desencadenó el pánico <date la semana pasada <pad><pad><pad><pad>resta 1 w<pad><pad>> a 300.000 personas, fue seguida por intentos desestabilizadores en el Banco Comercial Rumano (BCR), el mayor del Estado, y en el CEC, entidad en la que seis millones de rumanos colocaron sus ahorros. "
104_C-6.txt,10,"Las pruebas recogidas por la Policía, así como informaciones de prensa, indican que fueron grupos organizados los que difundieron rumores sobre la inminente quiebra del BCR, a través de llamadas telefónicas anónimas y mensajes por correo electrónico. "
104_C-6.txt,11,"Una de estas llamadas, dirigida al entrenador del equipo de fútbol Universitatea de Craiova, Sorin Sichitiu, se comprobó que fue hecha desde un teléfono de la filial local del Banco Popular Rumano, cuyo director ha sido ya destituido hasta el fin de las investigaciones. "
104_C-6.txt,12,"La firme intervención del primer ministro, Mugur Isarescu, quien garantizó la solidez de BCR, la estabilidad de las cotizaciones de la moneda nacional, asimismo la convicción de la gente de que fueron víctimas de manipulaciones especulativas, contribuyeron a traer de nuevo la calma. "
104_C-6.txt,13,"La Fiscalía General de este país emitió <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> ordenes de detención contra la directiva de Sov Invest, sociedad que administró el Fondo Nacional de Inversiones, tras comprobarse un agujero de más de 500.000 dólares de un total de 170 millones de dólares que este fondo privado había atraído de la población. "
104_C-6.txt,0,"Asimismo el Gobierno rumano anunció <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> medidas legislativas para fortalecer el control sobre los fondos mutuos de inversiones con el objetivo de impedir el fraude, el engaño y la falsa publicidad. "
104_c-1.txt,1,"Las reservas de oro y divisas de Rusia subieron 800 millones de dólares y <date el 26 de mayo <pad>05<pad>26<pad><pad><pad><pad><pad>> equivalían a 19.100 millones de dólares, informó <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> un comunicado del Banco Central. "
104_c-1.txt,2,"Según el informe, <date el 19 de mayo <pad>05<pad>19<pad><pad><pad><pad><pad>> las reservas de oro y divisas del Banco Central eran de 18.300 millones de dólares. "
104_c-1.txt,3,Los activos en divisas en poder del Banco Central y el Ministerio de Finanzas se calculan en dólares estadounidenses y su valor depende del cambio oficial rublo-dólar que establece el Banco Central. 
104_c-1.txt,4,Las reservas en oro se valoran en base a 300 dólares estadounidenses por cada onza troy de oro. 
104_c-1.txt,5,"El presidente de la Generalitat, Jordi Pujol, cree necesario que el Gobierno agilice los permisos de residencia a los inmigrantes para poder responder a la falta de mano de obra en Cataluña que, según cálculos del Departamento de Trabajo, impide cubrir unos 23.000 empleos en diversos sectores. "
104_c-1.txt,6,"Pujol urgió la necesidad de esta medida legal durante una cena organizada <time anoche <pad><pad><pad>resta 1 d<pad><pad><pad>tni> por la patronal de la pequeña y mediana empresa, Pimec-Sefes, en la que también advirtió a los empresarios, sindicatos y administraciones a que cumplan con la normativa laboral en materia de prevención de la siniestralidad. "
104_c-1.txt,7,"Según Pujol, ' no puede ser que se tarde <duration ocho meses <pad>8<pad><pad><pad><pad><pad><pad>> para dar un permiso de residencia de trabajo a un ciudadano polaco ', en un momento de falta de mano de obra que actúa, en su opinión, como freno al crecimiento económico. "
104_c-1.txt,8,"Esta opinión fue corroborada por el presidente de Pimec-Sefes, Josep González, quien subrayó que esta falta de mano de obra, tanto cualificada como no, comenzó en las comarcas de Lérida pero ya ha llegado a todas las provincias catalanas. "
104_c-1.txt,9,"Por ello, González pidió una reforma ' urgente ' del sistema de contratación de extranjeros que permita un sistema ' ágil y rápido ' para insertar a los inmigrantes en el mercado laboral. "
104_c-1.txt,10,"Ante unas mil personas, entre ellas la ministra de Ciencia y Tecnología, Anna Birulés, el alcalde de Barcelona, Joan Clos, la Delegada del Gobierno, Julia García Valdecasas, y una nutrida representación del gobierno catalán, Pujol dio un toque de alerta sobre el aumento de los accidentes laborales. "
104_c-1.txt,11,"En este sentido, instó a empresarios, sindicatos y administraciones a ' cumplir la ley ' de prevención de riesgos en el trabajo ya que, a su juicio, ' no vamos bien en lo que respecta a la siniestralidad '. "
104_c-1.txt,12,"Por su parte, la ministra Anna Birulés animó a las pymes a invertir en Investigación y Desarrollo y mostró a los empresarios presentes la disposición del Gobierno a facilitar este camino. "
104_c-1.txt,13,Birulés afirmó que las pequeñas y medianas empresas son ' el futuro ' del país por su capacidad para innovar y entroncar con los cambios que está comportando la nueva economía. 
104_c-1.txt,0,"Durante la cena, la patronal Pimec-Sefes, que representa a más de 50.000 empresas, entregó sus premios <set anuales 1<pad><pad><pad><pad><pad><pad><pad>> a las pymes que han desarrollado proyectos más destacados, así como también distinguió, en el apartado periodístico, al suplemento de Economía del diario La Vanguardia. "
104_c-2.txt,1,"Sin embargo, los abogados de la empresa indicaron una vez más que proyectan insistir en las apelaciones para impedir que esos remedios ' extremos y sin justificación ' se lleven a efecto. "
104_c-2.txt,2,El Departamento de Justicia dijo respecto a la última comparecencia de la compañía que ésta no tiene en cuenta el hecho de que se ha determinado ' que Microsoft ha cometido repetidamente graves violaciones legales y que es preciso aplicar remedios serios para restablecer la competencia e impedir violaciones similares en <date el futuro <pad><pad><pad><pad><pad><pad>future<pad><pad>> '. 
104_c-2.txt,3,"<date la semana pasada <pad><pad><pad><pad>resta 1 w<pad><pad>> el Departamento de Justicia y los gobiernos de 17 de los 19 estados que demandaron a Microsoft en <date 1998 1998<pad><pad><pad><pad><pad><pad><pad><pad>> presentaron al juez una versión ajustada de sus propuestas de solución judicial, entre las que figura la división de la firma en dos compañías. "
104_c-2.txt,4,"Una de las empresas tomaría posesión de los sistemas operativos Windows, creado por esta firma y que usan el 95 por ciento de los ordenadores de todo el mundo, y la otra pasaría a controlar todo el software de Microsoft, incluido el popular ' Office suite ' y los demás activos de la compañía. "
104_c-2.txt,5,"Pero el juez, que <date el 3 de abril <pad>04<pad>03<pad><pad><pad><pad><pad>> dictaminó que Microsoft incurrió en prácticas de monopolio, opinó que las medidas exigidas por el Gobierno no son bastante severas y se manifestó en favor de otro planteamiento que dividiría a la empresa en tres compañías. "
104_c-2.txt,6,Los abogados de Microsoft aseguran que la división de la firma disminuiría gravemente su capacidad para competir en el mercado de los programas informáticos. 
104_c-2.txt,7,"El letrado John Warden considera que la propuesta del Gobierno convertiría a Microsoft en ' la nica compañía del mundo que no ganará, no podrá ganar, la <date próxima <pad><pad><pad><pad><pad><pad>future<pad><pad>> ronda de competencia ' en la industria de los programas informáticos. "
104_c-2.txt,8,"Asimismo, Microsoft considera que la separación de la firma es un castigo demasiado duro para las infracciones de las cuales se le acusa. "
104_c-2.txt,9,"No obstante, ya se ha resignado a alterar sus prácticas comerciales y ha propuesto dar a los fabricantes de ordenadores mayor flexibilidad en la elección del sistema de operación y a los consumidores más opciones para el uso de programas que no funcionen con Windows. "
104_c-2.txt,10,"Pero, por otra parte, ya ha anunciado que apelará cualquier dictamen que establezca su visión, lo cual prolongaría el proceso judicial <duration muchos meses <pad>X<pad><pad><pad><pad><pad><pad>>. "
104_c-2.txt,11,"En esa situación, sus recursos legales podrían tramitarse en tribunales de apelación o podrían pasar directamente al Tribunal Supremo de Justicia, una opción que existe para los grandes casos de monopolio. "
104_c-2.txt,12,El consejo de Telefónica y las amenazas con cierres parciales de las gasolineras son las principales noticias con las que abren <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>> los diarios económicos. 
104_c-2.txt,13,"EXPANSION titula en primera ' El Consejo de Telefónica avala la operación de Terra y Lycos ', ' Las gasolineras amenazan con la huelga ' y señala que ' El Ibex cierra <duration otro mal mes <pad>1<pad><pad><pad><pad><pad><pad>> con una caída acumulada del 6,8 % '. "
104_c-2.txt,14,"En su editorial, el diario analiza la situación económica del país tomando como base el informe difundido <date ayer <pad><pad><pad><pad>resta 1 d<pad><pad>> de la OCDE y asegura que el caballo de batalla de Aznar en esta legislatura será ' convencer a la opinión pública de los riesgos de un consumo y de un crecimiento desbocado, hacerle ver la urgencia de reformar el mercado laboral y de liberalizar la economía, escenificar los peligros de la inflación '. "
104_c-2.txt,15,"Por su parte CINCO DIAS titula en portada ' Villalonga normaliza las relaciones con el núcleo estable de Telefónica ', ' La UE y EEUU quieren iniciar una nueva ronda comercial <date este año <pad><pad><pad><pad>neutro 0 y<pad><pad>> ', ' Las gasolineras amenazan con cierres parciales ', ' La Bolsa cae el 6,8 % en <date mayo <pad>05<pad><pad><pad><pad><pad><pad><pad>> y pierde un 8,2 % en <date el año <pad><pad><pad><pad>neutro 0 y<pad><pad>> ', ' Bruselas propone un mercado único de los fondos de inversión '. "
104_c-2.txt,16,"En el editorial señala los cambios de la bolsas española hacia modelos más europeos y considera estos cambios lógicos, pues ' resulta razonable que las Bolsas europeas unifiquen sus normas de contratación ', ya que éstas supondrán ' una ventaja para gestores, inversores y operadores '. "
104_c-2.txt,17,"LA GACETA DE LOS NEGOCIOS señala en portada ' Las gasolineras protestan contra los monopolios de la distribución ', ' Europa y América preparan otra ronda de la OMC ', ' El comercio electrónico supera todas las previsiones ' y ' El Ibex 35 mitiga las pérdidas y cierra <date mayo <pad>05<pad><pad><pad><pad><pad><pad><pad>> con una caída del 6,8 % '. "
104_c-2.txt,0,"En su editorial, el diario califica de halagüeñas las previsiones del informe de la OCDE, pues ' el déficit se puede reducir <date este mismo año 2000 2000<pad><pad><pad><pad><pad><pad><pad><pad>> al 0,5 % del PIB, todo un récord '. "
104_c-3.txt,1,"La patronal francesa presentó <date hoy <pad><pad><pad><pad>suma 0 d<pad><pad>>, tras una maratoniana negociación de <duration trece horas <pad><pad><pad><pad>13<pad><pad><pad>>, un nuevo texto sobre la reforma del seguro de desempleo que ha despertado el interés de cuatro de las cinco grandes centrales sindicales. "
